"https://103.114.162.182:443","Found","True","443","cdns.blogsite.org,/safebrowsing/rd/BuoEgxIrRWzkfxGhDOSXAYX1eRUintoLP-ZHhWH6U9MzM","/safebrowsing/rd/UUICAJABZnOW7yj2a5xnqxJy2KuL9dBu2","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36","0","32"
"https://103.114.162.7:443","Found","True","443","cdns.blogsite.org,/safebrowsing/rd/BuoEgxIrRWzkfxGhDOSXAYX1eRUintoLP-ZHhWH6U9MzM","/safebrowsing/rd/UUICAJABZnOW7yj2a5xnqxJy2KuL9dBu2","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36","0","32"
"https://101.32.41.189:443","Found","True","443","101.32.41.189,/updates","/aircanada/dark.php","Mozilla/5.0 (Windows NT 6.1; rv:24.0) Gecko/20100101 Firefox/24.0","1359593325","32"
"https://103.123.134.190:443","Found","True","443","172.67.212.206,/waf/","/history/","Mozilla/5.0 (Windows NT 6.1; rv:24.0) Gecko/20100101 Firefox/24.0","1","32"
"https://103.150.8.146:443","Found","True","443","103.150.8.146,/__utm.gif","/submit.php","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)","1873433027","32"
"https://103.224.82.194:443","Found","True","443","fuckbc.ctlers.club,/match,cobalt.ctlers.club,/cx","/submit.php","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Trident/6.0; Touch)","305419896","32"
"https://104.131.105.89:443","Found","True","443","software-download.office.microsoft.com,/load","/submit.php","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/5.0; BOIE9;ENUS)","1820945619","32"
"https://103.153.100.248:443","Found","True","443","61.168.100.179,/api/getit","/api/postit","Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/5.0)","0","32"
"https://104.243.41.123:443","Found","True","443","cuphq.com,/visit.js,104.243.41.123,/fwlink","/submit.php","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0; Avant Browser)","0","32"
"https://104.238.205.44:443","Found","True","443","syscx.com,/dot.gif","/submit.php","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; MASP)","0","32"
"https://104.243.46.74:443","Found","True","443","104.243.46.74,/ca","/submit.php","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.1.4322)","0","32"
"https://104.36.231.43:443","Found","True","443","104.36.231.42,/j.ad","/submit.php","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727; InfoPath.2)","305419896","32"
"https://104.36.231.45:443","Found","True","443","104.36.231.42,/j.ad","/submit.php","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727; InfoPath.2)","305419896","32"
"https://104.36.231.44:443","Found","True","443","104.36.231.42,/j.ad","/submit.php","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727; InfoPath.2)","305419896","32"
"https://103.152.132.173:443","Found","True","443","http.ifirstmeet.cn,/j.ad","/submit.php","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/5.0; MAAU; NP08)","305419896","32"
"https://107.173.246.60:443","Found","True","443","www.google-dev.tk,/jquery-3.3.1.min.js","/jquery-3.3.2.min.js","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E )","305419896","32"
"https://107.181.187.79:443","Found","True","443","107.181.187.79,/fwlink","/submit.php","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; Avant Browser)","1580103814","32"
"https://108.166.207.133:443","Found","True","443","108.166.207.133,/pixel.gif","/submit.php","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)","305419896","32"
